Date,Flight Number,From,To,Class,Price,Flow Card?,Bags Checked,Meal Type,From_latitude,From_longitude,To_latitude,To_longitude
15/02/2024,PA010,Tokyo,New York,Economy,"1,830.00",No,3,Dairy Free,35.6821936,139.762221,40.7127281,-74.0060152
05/11/2024,PA005,London,Tokyo,Business Class,288.00,No,3,,51.5074456,-0.1277653,35.6821936,139.762221
25/06/2024,PA007,New York,Perth,Premium Economy,"1,425.00",No,0,Vegan,40.7127281,-74.0060152,-31.9558933,115.8605855
02/08/2024,PA001,London,New York,Premium Economy,"1,722.50",No,1,,51.5074456,-0.1277653,40.7127281,-74.0060152
07/08/2024,PA009,New York,Tokyo,First Class,580.00,No,0,Vegetarian,40.7127281,-74.0060152,35.6821936,139.762221
29/11/2024,PA004,Perth,London,Business Class,249.60,No,0,Dairy Free,-31.9558933,115.8605855,51.5074456,-0.1277653
14/07/2024,PA009,New York,Tokyo,Business Class,402.00,No,2,Vegan,40.7127281,-74.0060152,35.6821936,139.762221
02/03/2024,PA006,Tokyo,London,First Class,340.00,No,1,Egg Free,35.6821936,139.762221,51.5074456,-0.1277653
22/02/2024,PA006,Tokyo,London,Economy,"1,225.00",No,1,,35.6821936,139.762221,51.5074456,-0.1277653
21/11/2024,PA010,Tokyo,New York,Business Class,795.60,No,3,Vegan,35.6821936,139.762221,40.7127281,-74.0060152
01/11/2024,PA003,London,Perth,Business Class,658.80,No,0,Egg Free,51.5074456,-0.1277653,-31.9558933,115.8605855
15/02/2024,PA012,Tokyo,Perth,Business Class,280.80,No,1,Vegan,35.6821936,139.762221,-31.9558933,115.8605855
22/07/2024,PA010,Tokyo,New York,First Class,365.00,No,0,,35.6821936,139.762221,40.7127281,-74.0060152
13/12/2024,PA002,New York,London,Economy,"2,035.00",No,2,Egg Free,40.7127281,-74.0060152,51.5074456,-0.1277653
24/11/2024,PA001,London,New York,Business Class,406.80,No,2,,51.5074456,-0.1277653,40.7127281,-74.0060152
17/01/2024,PA009,New York,Tokyo,Business Class,800.40,No,0,Vegetarian,40.7127281,-74.0060152,35.6821936,139.762221
24/07/2024,PA008,Perth,New York,Business Class,405.60,No,3,Egg Free,-31.9558933,115.8605855,40.7127281,-74.0060152
17/06/2024,PA006,Tokyo,London,Economy,"3,280.00",No,2,Vegetarian,35.6821936,139.762221,51.5074456,-0.1277653
16/10/2024,PA002,New York,London,Economy,"3,215.00",No,2,Dairy Free,40.7127281,-74.0060152,51.5074456,-0.1277653
12/03/2024,PA010,Tokyo,New York,Premium Economy,655.00,No,0,Egg Free,35.6821936,139.762221,40.7127281,-74.0060152
19/11/2024,PA001,London,New York,Business Class,726.00,No,3,Vegetarian,51.5074456,-0.1277653,40.7127281,-74.0060152
14/04/2024,PA011,Perth,Tokyo,Economy,"2,805.00",No,1,,-31.9558933,115.8605855,35.6821936,139.762221
20/07/2024,PA002,New York,London,Economy,"3,225.00",No,2,,40.7127281,-74.0060152,51.5074456,-0.1277653
27/05/2024,PA010,Tokyo,New York,Economy,"2,205.00",No,1,Nut Free,35.6821936,139.762221,40.7127281,-74.0060152
05/05/2024,PA007,New York,Perth,First Class,644.00,No,0,Vegan,40.7127281,-74.0060152,-31.9558933,115.8605855
16/06/2024,PA011,Perth,Tokyo,First Class,368.00,No,2,Nut Free,-31.9558933,115.8605855,35.6821936,139.762221
19/02/2024,PA008,Perth,New York,Economy,"1,410.00",No,3,Vegan,-31.9558933,115.8605855,40.7127281,-74.0060152
09/04/2024,PA003,London,Perth,First Class,249.00,No,0,Vegetarian,51.5074456,-0.1277653,-31.9558933,115.8605855
31/01/2024,PA005,London,Tokyo,Premium Economy,"1,457.50",No,1,Egg Free,51.5074456,-0.1277653,35.6821936,139.762221
18/04/2024,PA002,New York,London,Economy,"1,740.00",No,2,Dairy Free,40.7127281,-74.0060152,51.5074456,-0.1277653
23/12/2024,PA008,Perth,New York,First Class,366.00,No,1,Dairy Free,-31.9558933,115.8605855,40.7127281,-74.0060152
19/01/2024,PA012,Tokyo,Perth,Economy,"3,050.00",No,2,Vegan,35.6821936,139.762221,-31.9558933,115.8605855
23/10/2024,PA002,New York,London,First Class,397.00,No,2,Egg Free,40.7127281,-74.0060152,51.5074456,-0.1277653
25/09/2024,PA006,Tokyo,London,Premium Economy,"1,495.00",No,2,Dairy Free,35.6821936,139.762221,51.5074456,-0.1277653
20/04/2024,PA012,Tokyo,Perth,Economy,"1,075.00",No,3,Egg Free,35.6821936,139.762221,-31.9558933,115.8605855
22/08/2024,PA005,London,Tokyo,Economy,"1,385.00",No,2,Dairy Free,51.5074456,-0.1277653,35.6821936,139.762221
19/08/2024,PA007,New York,Perth,First Class,201.00,No,2,Dairy Free,40.7127281,-74.0060152,-31.9558933,115.8605855
31/10/2024,PA009,New York,Tokyo,First Class,524.00,No,1,Nut Free,40.7127281,-74.0060152,35.6821936,139.762221
06/04/2024,PA012,Tokyo,Perth,Business Class,638.40,No,0,Vegetarian,35.6821936,139.762221,-31.9558933,115.8605855
17/06/2024,PA005,London,Tokyo,Economy,"2,335.00",No,1,Vegetarian,51.5074456,-0.1277653,35.6821936,139.762221
26/05/2024,PA012,Tokyo,Perth,Premium Economy,"1,625.00",No,0,Vegan,35.6821936,139.762221,-31.9558933,115.8605855
16/01/2024,PA012,Tokyo,Perth,Economy,"2,680.00",No,3,Dairy Free,35.6821936,139.762221,-31.9558933,115.8605855
15/09/2024,PA006,Tokyo,London,First Class,588.00,No,3,,35.6821936,139.762221,51.5074456,-0.1277653
01/06/2024,PA004,Perth,London,Economy,"1,430.00",No,3,Nut Free,-31.9558933,115.8605855,51.5074456,-0.1277653
24/10/2024,PA010,Tokyo,New York,Economy,"2,505.00",No,1,Egg Free,35.6821936,139.762221,40.7127281,-74.0060152
11/12/2024,PA007,New York,Perth,First Class,446.00,No,2,Nut Free,40.7127281,-74.0060152,-31.9558933,115.8605855
05/07/2024,PA005,London,Tokyo,Economy,"1,070.00",No,2,Nut Free,51.5074456,-0.1277653,35.6821936,139.762221
16/10/2024,PA005,London,Tokyo,Economy,"2,665.00",No,2,Egg Free,51.5074456,-0.1277653,35.6821936,139.762221
06/01/2024,PA006,Tokyo,London,Economy,"3,440.00",No,1,Egg Free,35.6821936,139.762221,51.5074456,-0.1277653
18/06/2024,PA011,Perth,Tokyo,Premium Economy,802.50,No,0,,-31.9558933,115.8605855,35.6821936,139.762221
07/10/2024,PA003,London,Perth,Economy,"1,445.00",No,0,Vegetarian,51.5074456,-0.1277653,-31.9558933,115.8605855
29/02/2024,PA001,London,New York,First Class,409.00,No,3,Nut Free,51.5074456,-0.1277653,40.7127281,-74.0060152
21/11/2024,PA003,London,Perth,Premium Economy,797.50,No,0,,51.5074456,-0.1277653,-31.9558933,115.8605855
10/10/2024,PA006,Tokyo,London,Premium Economy,"1,672.50",No,1,Egg Free,35.6821936,139.762221,51.5074456,-0.1277653
20/01/2024,PA010,Tokyo,New York,First Class,696.00,No,2,Vegan,35.6821936,139.762221,40.7127281,-74.0060152
24/12/2024,PA007,New York,Perth,Business Class,301.20,No,3,Nut Free,40.7127281,-74.0060152,-31.9558933,115.8605855
31/01/2024,PA005,London,Tokyo,Economy,"1,365.00",No,1,Egg Free,51.5074456,-0.1277653,35.6821936,139.762221
17/05/2024,PA006,Tokyo,London,Business Class,688.80,No,3,,35.6821936,139.762221,51.5074456,-0.1277653
18/08/2024,PA005,London,Tokyo,Economy,"1,000.00",No,0,Egg Free,51.5074456,-0.1277653,35.6821936,139.762221
29/04/2024,PA002,New York,London,First Class,282.00,No,1,,40.7127281,-74.0060152,51.5074456,-0.1277653
11/04/2024,PA005,London,Tokyo,Premium Economy,"1,002.50",No,3,Vegan,51.5074456,-0.1277653,35.6821936,139.762221
22/08/2024,PA007,New York,Perth,Premium Economy,"1,007.50",No,0,Dairy Free,40.7127281,-74.0060152,-31.9558933,115.8605855
12/02/2024,PA002,New York,London,First Class,288.00,No,1,Vegetarian,40.7127281,-74.0060152,51.5074456,-0.1277653
14/12/2024,PA007,New York,Perth,First Class,384.00,No,0,Vegan,40.7127281,-74.0060152,-31.9558933,115.8605855
26/08/2024,PA003,London,Perth,Economy,"3,165.00",No,2,Egg Free,51.5074456,-0.1277653,-31.9558933,115.8605855
01/08/2024,PA004,Perth,London,Business Class,364.80,No,1,Nut Free,-31.9558933,115.8605855,51.5074456,-0.1277653
20/12/2024,PA011,Perth,Tokyo,Premium Economy,577.50,No,1,Vegetarian,-31.9558933,115.8605855,35.6821936,139.762221
16/01/2024,PA009,New York,Tokyo,Economy,"3,365.00",No,2,Vegan,40.7127281,-74.0060152,35.6821936,139.762221
09/04/2024,PA009,New York,Tokyo,Premium Economy,"1,427.50",No,0,Nut Free,40.7127281,-74.0060152,35.6821936,139.762221
05/05/2024,PA008,Perth,New York,First Class,253.00,No,3,Vegan,-31.9558933,115.8605855,40.7127281,-74.0060152
01/03/2024,PA010,Tokyo,New York,Economy,"1,710.00",No,2,,35.6821936,139.762221,40.7127281,-74.0060152
14/07/2024,PA008,Perth,New York,First Class,556.00,No,3,Dairy Free,-31.9558933,115.8605855,40.7127281,-74.0060152
30/07/2024,PA010,Tokyo,New York,Business Class,328.80,No,0,Egg Free,35.6821936,139.762221,40.7127281,-74.0060152
22/05/2024,PA012,Tokyo,Perth,First Class,251.00,No,0,Vegan,35.6821936,139.762221,-31.9558933,115.8605855
27/02/2024,PA004,Perth,London,Business Class,667.20,No,3,Egg Free,-31.9558933,115.8605855,51.5074456,-0.1277653
07/08/2024,PA009,New York,Tokyo,Economy,"3,270.00",No,0,Dairy Free,40.7127281,-74.0060152,35.6821936,139.762221
02/08/2024,PA006,Tokyo,London,Business Class,540.00,No,2,Egg Free,35.6821936,139.762221,51.5074456,-0.1277653
05/03/2024,PA005,London,Tokyo,Business Class,709.20,No,0,Vegan,51.5074456,-0.1277653,35.6821936,139.762221
28/02/2024,PA011,Perth,Tokyo,First Class,438.00,No,2,Dairy Free,-31.9558933,115.8605855,35.6821936,139.762221
24/12/2024,PA005,London,Tokyo,Business Class,597.60,No,3,,51.5074456,-0.1277653,35.6821936,139.762221
05/03/2024,PA008,Perth,New York,Premium Economy,"1,377.50",No,0,Nut Free,-31.9558933,115.8605855,40.7127281,-74.0060152
27/11/2024,PA006,Tokyo,London,Premium Economy,"1,250.00",No,2,,35.6821936,139.762221,51.5074456,-0.1277653
17/06/2024,PA009,New York,Tokyo,Economy,"2,790.00",No,0,Egg Free,40.7127281,-74.0060152,35.6821936,139.762221
06/05/2024,PA007,New York,Perth,Premium Economy,710.00,No,2,,40.7127281,-74.0060152,-31.9558933,115.8605855
04/11/2024,PA011,Perth,Tokyo,Premium Economy,"1,520.00",No,2,,-31.9558933,115.8605855,35.6821936,139.762221
17/11/2024,PA007,New York,Perth,Premium Economy,"1,255.00",No,0,Nut Free,40.7127281,-74.0060152,-31.9558933,115.8605855
22/12/2024,PA004,Perth,London,Economy,"1,395.00",No,3,Vegan,-31.9558933,115.8605855,51.5074456,-0.1277653
19/02/2024,PA005,London,Tokyo,Economy,"2,600.00",No,0,Dairy Free,51.5074456,-0.1277653,35.6821936,139.762221
01/10/2024,PA012,Tokyo,Perth,First Class,518.00,No,2,Nut Free,35.6821936,139.762221,-31.9558933,115.8605855
08/02/2024,PA010,Tokyo,New York,Economy,"1,895.00",No,3,Vegan,35.6821936,139.762221,40.7127281,-74.0060152
12/06/2024,PA001,London,New York,Premium Economy,"1,540.00",No,0,Vegan,51.5074456,-0.1277653,40.7127281,-74.0060152
25/01/2024,PA010,Tokyo,New York,Economy,"1,200.00",No,2,Nut Free,35.6821936,139.762221,40.7127281,-74.0060152
17/07/2024,PA004,Perth,London,Economy,"1,735.00",No,2,Vegetarian,-31.9558933,115.8605855,51.5074456,-0.1277653
09/12/2024,PA012,Tokyo,Perth,Premium Economy,"1,515.00",No,0,Egg Free,35.6821936,139.762221,-31.9558933,115.8605855
09/01/2024,PA010,Tokyo,New York,First Class,252.00,No,2,,35.6821936,139.762221,40.7127281,-74.0060152
26/09/2024,PA002,New York,London,Business Class,246.00,No,0,Vegetarian,40.7127281,-74.0060152,51.5074456,-0.1277653
13/05/2024,PA007,New York,Perth,First Class,205.00,No,3,Vegan,40.7127281,-74.0060152,-31.9558933,115.8605855
26/02/2024,PA003,London,Perth,Economy,"2,320.00",No,1,Egg Free,51.5074456,-0.1277653,-31.9558933,115.8605855
11/06/2024,PA012,Tokyo,Perth,Business Class,678.00,No,1,Vegan,35.6821936,139.762221,-31.9558933,115.8605855
28/10/2024,PA003,London,Perth,Premium Economy,557.50,No,3,Egg Free,51.5074456,-0.1277653,-31.9558933,115.8605855
06/09/2024,PA002,New York,London,Business Class,320.40,No,3,Egg Free,40.7127281,-74.0060152,51.5074456,-0.1277653
29/03/2024,PA008,Perth,New York,First Class,240.00,No,2,Vegetarian,-31.9558933,115.8605855,40.7127281,-74.0060152
27/08/2024,PA010,Tokyo,New York,Business Class,639.60,No,2,Vegetarian,35.6821936,139.762221,40.7127281,-74.0060152
29/09/2024,PA007,New York,Perth,Premium Economy,"1,480.00",No,1,Dairy Free,40.7127281,-74.0060152,-31.9558933,115.8605855
02/08/2024,PA001,London,New York,Premium Economy,"1,077.50",No,1,Dairy Free,51.5074456,-0.1277653,40.7127281,-74.0060152
03/05/2024,PA008,Perth,New York,Business Class,589.20,No,3,Nut Free,-31.9558933,115.8605855,40.7127281,-74.0060152
03/11/2024,PA008,Perth,New York,Premium Economy,"1,205.00",No,0,Vegetarian,-31.9558933,115.8605855,40.7127281,-74.0060152
18/09/2024,PA006,Tokyo,London,Business Class,570.00,No,2,Egg Free,35.6821936,139.762221,51.5074456,-0.1277653
01/06/2024,PA009,New York,Tokyo,Economy,"3,270.00",No,3,Vegan,40.7127281,-74.0060152,35.6821936,139.762221
27/01/2024,PA007,New York,Perth,Economy,"2,300.00",No,3,Nut Free,40.7127281,-74.0060152,-31.9558933,115.8605855
20/12/2024,PA006,Tokyo,London,Business Class,409.20,No,2,,35.6821936,139.762221,51.5074456,-0.1277653
05/11/2024,PA005,London,Tokyo,Business Class,453.60,No,1,Vegetarian,51.5074456,-0.1277653,35.6821936,139.762221
29/07/2024,PA001,London,New York,Business Class,441.60,No,3,Nut Free,51.5074456,-0.1277653,40.7127281,-74.0060152
05/12/2024,PA002,New York,London,Business Class,732.00,No,1,,40.7127281,-74.0060152,51.5074456,-0.1277653
02/11/2024,PA002,New York,London,Economy,"2,465.00",No,1,Egg Free,40.7127281,-74.0060152,51.5074456,-0.1277653
22/08/2024,PA007,New York,Perth,First Class,415.00,No,2,Vegetarian,40.7127281,-74.0060152,-31.9558933,115.8605855
07/10/2024,PA008,Perth,New York,Economy,"2,235.00",No,1,Nut Free,-31.9558933,115.8605855,40.7127281,-74.0060152
22/10/2024,PA004,Perth,London,First Class,548.00,No,0,Vegetarian,-31.9558933,115.8605855,51.5074456,-0.1277653
11/02/2024,PA009,New York,Tokyo,Premium Economy,"1,412.50",No,3,,40.7127281,-74.0060152,35.6821936,139.762221
29/04/2024,PA006,Tokyo,London,Economy,"1,450.00",No,1,Vegetarian,35.6821936,139.762221,51.5074456,-0.1277653
03/05/2024,PA010,Tokyo,New York,Business Class,388.80,No,1,Dairy Free,35.6821936,139.762221,40.7127281,-74.0060152
29/09/2024,PA007,New York,Perth,Economy,"1,580.00",No,3,Vegetarian,40.7127281,-74.0060152,-31.9558933,115.8605855
26/02/2024,PA007,New York,Perth,First Class,255.00,No,2,,40.7127281,-74.0060152,-31.9558933,115.8605855
13/10/2024,PA005,London,Tokyo,Business Class,409.20,No,1,Vegan,51.5074456,-0.1277653,35.6821936,139.762221
28/11/2024,PA010,Tokyo,New York,First Class,327.00,No,0,Vegetarian,35.6821936,139.762221,40.7127281,-74.0060152
28/09/2024,PA002,New York,London,Economy,"1,025.00",No,0,Vegan,40.7127281,-74.0060152,51.5074456,-0.1277653
21/03/2024,PA002,New York,London,Business Class,799.20,No,1,Vegetarian,40.7127281,-74.0060152,51.5074456,-0.1277653
16/10/2024,PA012,Tokyo,Perth,Premium Economy,"1,012.50",No,2,Vegan,35.6821936,139.762221,-31.9558933,115.8605855
05/05/2024,PA007,New York,Perth,Economy,"2,995.00",No,1,Nut Free,40.7127281,-74.0060152,-31.9558933,115.8605855
24/12/2024,PA004,Perth,London,Business Class,819.60,No,3,,-31.9558933,115.8605855,51.5074456,-0.1277653
17/03/2024,PA001,London,New York,Business Class,432.00,No,1,Vegetarian,51.5074456,-0.1277653,40.7127281,-74.0060152
07/06/2024,PA011,Perth,Tokyo,First Class,668.00,No,2,Nut Free,-31.9558933,115.8605855,35.6821936,139.762221
24/11/2024,PA009,New York,Tokyo,Premium Economy,570.00,No,2,Dairy Free,40.7127281,-74.0060152,35.6821936,139.762221
27/10/2024,PA006,Tokyo,London,Economy,"2,955.00",No,0,,35.6821936,139.762221,51.5074456,-0.1277653
29/06/2024,PA003,London,Perth,First Class,675.00,No,2,Egg Free,51.5074456,-0.1277653,-31.9558933,115.8605855
25/03/2024,PA007,New York,Perth,Economy,"1,930.00",No,2,Nut Free,40.7127281,-74.0060152,-31.9558933,115.8605855
28/11/2024,PA006,Tokyo,London,Economy,"1,065.00",No,2,Vegetarian,35.6821936,139.762221,51.5074456,-0.1277653
13/12/2024,PA009,New York,Tokyo,Economy,"1,760.00",No,3,,40.7127281,-74.0060152,35.6821936,139.762221
26/05/2024,PA010,Tokyo,New York,Economy,"1,815.00",No,3,Vegetarian,35.6821936,139.762221,40.7127281,-74.0060152
15/07/2024,PA011,Perth,Tokyo,Premium Economy,"1,147.50",No,1,Vegetarian,-31.9558933,115.8605855,35.6821936,139.762221
18/05/2024,PA009,New York,Tokyo,Premium Economy,"1,377.50",No,3,Dairy Free,40.7127281,-74.0060152,35.6821936,139.762221
19/09/2024,PA005,London,Tokyo,Economy,"2,605.00",No,0,Vegan,51.5074456,-0.1277653,35.6821936,139.762221
09/03/2024,PA011,Perth,Tokyo,First Class,224.00,No,2,,-31.9558933,115.8605855,35.6821936,139.762221
04/01/2024,PA007,New York,Perth,Business Class,756.00,No,2,Vegan,40.7127281,-74.0060152,-31.9558933,115.8605855
26/12/2024,PA011,Perth,Tokyo,First Class,328.00,No,2,Vegetarian,-31.9558933,115.8605855,35.6821936,139.762221
11/12/2024,PA001,London,New York,Premium Economy,997.50,No,2,Nut Free,51.5074456,-0.1277653,40.7127281,-74.0060152
03/05/2024,PA009,New York,Tokyo,Economy,"3,160.00",No,1,Dairy Free,40.7127281,-74.0060152,35.6821936,139.762221
06/04/2024,PA008,Perth,New York,Business Class,751.20,No,3,Egg Free,-31.9558933,115.8605855,40.7127281,-74.0060152
23/11/2024,PA011,Perth,Tokyo,Economy,"2,440.00",No,3,Nut Free,-31.9558933,115.8605855,35.6821936,139.762221
19/10/2024,PA006,Tokyo,London,First Class,256.00,No,3,Nut Free,35.6821936,139.762221,51.5074456,-0.1277653
15/02/2024,PA004,Perth,London,Economy,"1,460.00",No,2,Dairy Free,-31.9558933,115.8605855,51.5074456,-0.1277653
15/01/2024,PA002,New York,London,Economy,"1,560.00",No,0,Egg Free,40.7127281,-74.0060152,51.5074456,-0.1277653
05/01/2024,PA004,Perth,London,Business Class,463.20,No,0,Nut Free,-31.9558933,115.8605855,51.5074456,-0.1277653
06/03/2024,PA003,London,Perth,First Class,629.00,No,0,Vegetarian,51.5074456,-0.1277653,-31.9558933,115.8605855
08/05/2024,PA005,London,Tokyo,First Class,671.00,No,1,Egg Free,51.5074456,-0.1277653,35.6821936,139.762221
08/03/2024,PA007,New York,Perth,First Class,248.00,No,2,Nut Free,40.7127281,-74.0060152,-31.9558933,115.8605855
11/12/2024,PA005,London,Tokyo,First Class,237.00,No,0,Dairy Free,51.5074456,-0.1277653,35.6821936,139.762221
06/01/2024,PA006,Tokyo,London,First Class,222.00,No,2,Nut Free,35.6821936,139.762221,51.5074456,-0.1277653
16/04/2024,PA006,Tokyo,London,Business Class,410.40,No,0,Nut Free,35.6821936,139.762221,51.5074456,-0.1277653
27/10/2024,PA003,London,Perth,Premium Economy,"1,055.00",No,3,Nut Free,51.5074456,-0.1277653,-31.9558933,115.8605855
23/08/2024,PA003,London,Perth,Premium Economy,"1,237.50",No,0,Egg Free,51.5074456,-0.1277653,-31.9558933,115.8605855
16/06/2024,PA005,London,Tokyo,Economy,"1,445.00",No,3,Vegan,51.5074456,-0.1277653,35.6821936,139.762221
27/07/2024,PA011,Perth,Tokyo,Business Class,687.60,No,1,,-31.9558933,115.8605855,35.6821936,139.762221
26/12/2024,PA012,Tokyo,Perth,First Class,690.00,No,2,Egg Free,35.6821936,139.762221,-31.9558933,115.8605855
13/06/2024,PA004,Perth,London,Premium Economy,"1,377.50",No,2,Nut Free,-31.9558933,115.8605855,51.5074456,-0.1277653
05/12/2024,PA001,London,New York,Economy,"2,335.00",No,3,Vegan,51.5074456,-0.1277653,40.7127281,-74.0060152
02/04/2024,PA008,Perth,New York,Business Class,466.80,No,3,Vegetarian,-31.9558933,115.8605855,40.7127281,-74.0060152
13/12/2024,PA007,New York,Perth,Business Class,784.80,No,1,Vegan,40.7127281,-74.0060152,-31.9558933,115.8605855
20/10/2024,PA001,London,New York,First Class,579.00,No,1,Nut Free,51.5074456,-0.1277653,40.7127281,-74.0060152
09/10/2024,PA003,London,Perth,Economy,"3,220.00",No,1,,51.5074456,-0.1277653,-31.9558933,115.8605855
07/05/2024,PA010,Tokyo,New York,Economy,"1,610.00",No,2,,35.6821936,139.762221,40.7127281,-74.0060152
04/02/2024,PA012,Tokyo,Perth,Business Class,712.80,No,2,Nut Free,35.6821936,139.762221,-31.9558933,115.8605855
11/06/2024,PA006,Tokyo,London,Business Class,711.60,No,2,Egg Free,35.6821936,139.762221,51.5074456,-0.1277653
16/12/2024,PA005,London,Tokyo,First Class,238.00,No,2,Egg Free,51.5074456,-0.1277653,35.6821936,139.762221
09/08/2024,PA001,London,New York,Premium Economy,657.50,No,0,Vegetarian,51.5074456,-0.1277653,40.7127281,-74.0060152
25/05/2024,PA004,Perth,London,First Class,212.00,No,1,,-31.9558933,115.8605855,51.5074456,-0.1277653
13/07/2024,PA002,New York,London,First Class,664.00,No,0,Vegan,40.7127281,-74.0060152,51.5074456,-0.1277653
31/03/2024,PA004,Perth,London,Economy,"1,340.00",No,0,Dairy Free,-31.9558933,115.8605855,51.5074456,-0.1277653
11/11/2024,PA003,London,Perth,Business Class,270.00,No,3,Nut Free,51.5074456,-0.1277653,-31.9558933,115.8605855
22/01/2024,PA006,Tokyo,London,Business Class,447.60,No,0,Vegetarian,35.6821936,139.762221,51.5074456,-0.1277653
21/04/2024,PA012,Tokyo,Perth,Economy,"1,375.00",No,1,,35.6821936,139.762221,-31.9558933,115.8605855
12/09/2024,PA002,New York,London,Economy,"1,925.00",No,1,Dairy Free,40.7127281,-74.0060152,51.5074456,-0.1277653
31/08/2024,PA007,New York,Perth,Business Class,710.40,No,3,Nut Free,40.7127281,-74.0060152,-31.9558933,115.8605855
16/11/2024,PA007,New York,Perth,Economy,"3,425.00",No,1,Nut Free,40.7127281,-74.0060152,-31.9558933,115.8605855
07/05/2024,PA008,Perth,New York,First Class,644.00,No,1,,-31.9558933,115.8605855,40.7127281,-74.0060152
25/09/2024,PA006,Tokyo,London,First Class,514.00,No,3,Dairy Free,35.6821936,139.762221,51.5074456,-0.1277653
13/06/2024,PA001,London,New York,Economy,"2,920.00",No,3,Dairy Free,51.5074456,-0.1277653,40.7127281,-74.0060152
17/01/2024,PA010,Tokyo,New York,Premium Economy,"1,255.00",No,1,,35.6821936,139.762221,40.7127281,-74.0060152
26/02/2024,PA006,Tokyo,London,Business Class,696.00,No,2,Vegan,35.6821936,139.762221,51.5074456,-0.1277653
18/12/2024,PA004,Perth,London,Economy,"3,170.00",No,2,Vegan,-31.9558933,115.8605855,51.5074456,-0.1277653
25/12/2024,PA006,Tokyo,London,First Class,443.00,No,2,Dairy Free,35.6821936,139.762221,51.5074456,-0.1277653
02/11/2024,PA010,Tokyo,New York,Premium Economy,"1,695.00",No,2,,35.6821936,139.762221,40.7127281,-74.0060152
22/02/2024,PA005,London,Tokyo,Economy,"3,360.00",No,2,Egg Free,51.5074456,-0.1277653,35.6821936,139.762221
22/06/2024,PA011,Perth,Tokyo,Business Class,820.80,No,0,Vegetarian,-31.9558933,115.8605855,35.6821936,139.762221
18/03/2024,PA006,Tokyo,London,First Class,651.00,No,2,Vegan,35.6821936,139.762221,51.5074456,-0.1277653
12/05/2024,PA012,Tokyo,Perth,Premium Economy,"1,290.00",No,3,Vegetarian,35.6821936,139.762221,-31.9558933,115.8605855
23/07/2024,PA004,Perth,London,Business Class,688.80,No,1,Egg Free,-31.9558933,115.8605855,51.5074456,-0.1277653
16/05/2024,PA007,New York,Perth,Business Class,676.80,No,1,Dairy Free,40.7127281,-74.0060152,-31.9558933,115.8605855
30/04/2024,PA004,Perth,London,Business Class,240.00,No,1,Dairy Free,-31.9558933,115.8605855,51.5074456,-0.1277653
20/09/2024,PA012,Tokyo,Perth,Economy,"2,635.00",No,3,Vegetarian,35.6821936,139.762221,-31.9558933,115.8605855
05/08/2024,PA010,Tokyo,New York,Premium Economy,555.00,No,0,,35.6821936,139.762221,40.7127281,-74.0060152
01/06/2024,PA012,Tokyo,Perth,First Class,647.00,No,2,Vegan,35.6821936,139.762221,-31.9558933,115.8605855
15/04/2024,PA006,Tokyo,London,Business Class,568.80,No,3,Egg Free,35.6821936,139.762221,51.5074456,-0.1277653
11/01/2024,PA002,New York,London,Economy,"2,705.00",No,2,Nut Free,40.7127281,-74.0060152,51.5074456,-0.1277653
07/02/2024,PA012,Tokyo,Perth,Premium Economy,750.00,No,1,Nut Free,35.6821936,139.762221,-31.9558933,115.8605855
03/04/2024,PA007,New York,Perth,Premium Economy,997.50,No,0,Vegan,40.7127281,-74.0060152,-31.9558933,115.8605855
06/03/2024,PA004,Perth,London,Economy,"1,130.00",No,0,Egg Free,-31.9558933,115.8605855,51.5074456,-0.1277653
20/01/2024,PA009,New York,Tokyo,First Class,256.00,No,2,Vegetarian,40.7127281,-74.0060152,35.6821936,139.762221
05/09/2024,PA001,London,New York,Economy,"1,930.00",No,0,Dairy Free,51.5074456,-0.1277653,40.7127281,-74.0060152
01/07/2024,PA006,Tokyo,London,Business Class,477.60,No,1,,35.6821936,139.762221,51.5074456,-0.1277653
15/04/2024,PA010,Tokyo,New York,Economy,"2,935.00",No,2,Dairy Free,35.6821936,139.762221,40.7127281,-74.0060152
09/05/2024,PA010,Tokyo,New York,Business Class,246.00,No,1,Egg Free,35.6821936,139.762221,40.7127281,-74.0060152
17/01/2024,PA003,London,Perth,First Class,563.00,No,0,Vegan,51.5074456,-0.1277653,-31.9558933,115.8605855
27/04/2024,PA012,Tokyo,Perth,Economy,"3,190.00",No,1,Vegan,35.6821936,139.762221,-31.9558933,115.8605855
11/05/2024,PA012,Tokyo,Perth,Economy,"3,190.00",No,0,Vegetarian,35.6821936,139.762221,-31.9558933,115.8605855
18/10/2024,PA007,New York,Perth,Business Class,555.60,No,2,Vegan,40.7127281,-74.0060152,-31.9558933,115.8605855
07/03/2024,PA003,London,Perth,Premium Economy,"1,330.00",No,0,Egg Free,51.5074456,-0.1277653,-31.9558933,115.8605855
10/06/2024,PA001,London,New York,Premium Economy,925.00,No,2,Nut Free,51.5074456,-0.1277653,40.7127281,-74.0060152
12/04/2024,PA010,Tokyo,New York,Business Class,778.80,No,0,Vegan,35.6821936,139.762221,40.7127281,-74.0060152
22/02/2024,PA008,Perth,New York,Economy,"2,390.00",No,2,Nut Free,-31.9558933,115.8605855,40.7127281,-74.0060152
02/04/2024,PA002,New York,London,Business Class,525.60,No,1,Vegan,40.7127281,-74.0060152,51.5074456,-0.1277653
