Date,Flight Number,From,To,Class,Price,Flow Card?,Bags Checked,Meal Type
20/07/2024,PA010,Tokyo,New York,Business Class,370.80,Yes,3,Egg Free
21/09/2024,PA004,Perth,London,Business Class,733.20,Yes,3,Egg Free
02/07/2024,PA002,New York,London,Premium Economy,"1,142.50",Yes,1,Dairy Free
17/02/2024,PA007,New York,Perth,First Class,245.00,Yes,3,Vegetarian
22/08/2024,PA009,New York,Tokyo,Premium Economy,"1,090.00",Yes,1,Nut Free
03/12/2024,PA004,Perth,London,Premium Economy,"1,695.00",Yes,3,Nut Free
12/12/2024,PA009,New York,Tokyo,Economy,"1,495.00",Yes,0,Nut Free
13/03/2024,PA004,Perth,London,Business Class,835.20,Yes,0,Dairy Free
05/09/2024,PA012,Tokyo,Perth,Business Class,675.60,Yes,0,Egg Free
02/08/2024,PA002,New York,London,Premium Economy,"1,060.00",Yes,2,Vegan
10/12/2024,PA010,Tokyo,New York,Economy,"1,235.00",Yes,0,Vegan
20/10/2024,PA005,London,Tokyo,Economy,"3,175.00",Yes,0,Vegetarian
21/06/2024,PA009,New York,Tokyo,Premium Economy,"1,000.00",Yes,0,
08/10/2024,PA002,New York,London,Business Class,619.20,Yes,3,Egg Free
14/07/2024,PA007,New York,Perth,Premium Economy,590.00,Yes,1,Nut Free
27/09/2024,PA007,New York,Perth,Business Class,459.60,Yes,3,Egg Free
21/11/2024,PA010,Tokyo,New York,Business Class,518.40,Yes,2,
29/01/2024,PA008,Perth,New York,Business Class,831.60,Yes,3,Egg Free
26/01/2024,PA003,London,Perth,Premium Economy,"1,485.00",Yes,0,Dairy Free
03/04/2024,PA009,New York,Tokyo,Economy,"2,290.00",Yes,0,Dairy Free
15/05/2024,PA011,Perth,Tokyo,First Class,382.00,Yes,3,Nut Free
13/11/2024,PA003,London,Perth,Economy,"1,685.00",Yes,3,Egg Free
04/11/2024,PA007,New York,Perth,Economy,"2,330.00",Yes,2,
25/06/2024,PA012,Tokyo,Perth,Business Class,697.20,Yes,0,Dairy Free
14/10/2024,PA007,New York,Perth,Premium Economy,802.50,Yes,0,Vegan
01/02/2024,PA012,Tokyo,Perth,Premium Economy,647.50,Yes,0,Vegetarian
06/07/2024,PA001,London,New York,Economy,"1,280.00",Yes,0,Egg Free
19/02/2024,PA012,Tokyo,Perth,First Class,340.00,Yes,0,Nut Free
11/05/2024,PA011,Perth,Tokyo,Economy,"1,565.00",Yes,3,
12/04/2024,PA005,London,Tokyo,Economy,"2,390.00",Yes,3,Vegetarian
06/04/2024,PA012,Tokyo,Perth,Business Class,302.40,Yes,3,Egg Free
07/02/2024,PA009,New York,Tokyo,First Class,345.00,Yes,1,
07/07/2024,PA003,London,Perth,Premium Economy,762.50,Yes,2,Vegetarian
08/05/2024,PA007,New York,Perth,Premium Economy,"1,030.00",Yes,2,Egg Free
22/07/2024,PA010,Tokyo,New York,First Class,432.00,Yes,1,Dairy Free
26/03/2024,PA011,Perth,Tokyo,First Class,348.00,Yes,3,Vegetarian
25/03/2024,PA004,Perth,London,First Class,516.00,Yes,3,
05/12/2024,PA005,London,Tokyo,Premium Economy,"1,690.00",Yes,0,Vegetarian
31/10/2024,PA011,Perth,Tokyo,Economy,"1,170.00",Yes,1,Nut Free
25/04/2024,PA006,Tokyo,London,First Class,399.00,Yes,1,Nut Free
26/02/2024,PA001,London,New York,Premium Economy,"1,262.50",Yes,2,Nut Free
23/04/2024,PA001,London,New York,Premium Economy,552.50,Yes,3,Egg Free
30/08/2024,PA009,New York,Tokyo,First Class,482.00,Yes,0,Vegetarian
27/09/2024,PA001,London,New York,Business Class,831.60,Yes,1,Nut Free
01/04/2024,PA005,London,Tokyo,First Class,270.00,Yes,2,Dairy Free
11/09/2024,PA005,London,Tokyo,Business Class,724.80,Yes,3,Egg Free
27/12/2024,PA005,London,Tokyo,First Class,602.00,Yes,1,
23/12/2024,PA009,New York,Tokyo,Premium Economy,"1,030.00",Yes,0,Vegetarian
10/07/2024,PA012,Tokyo,Perth,Premium Economy,"1,592.50",Yes,2,
24/07/2024,PA011,Perth,Tokyo,First Class,413.00,Yes,0,Vegetarian
29/01/2024,PA006,Tokyo,London,Economy,"1,095.00",Yes,2,Vegan
27/08/2024,PA008,Perth,New York,Premium Economy,"1,637.50",Yes,0,Egg Free
21/05/2024,PA010,Tokyo,New York,Premium Economy,667.50,Yes,2,Nut Free
14/09/2024,PA009,New York,Tokyo,Economy,"2,875.00",Yes,1,
26/01/2024,PA011,Perth,Tokyo,First Class,216.00,Yes,2,Vegan
15/08/2024,PA006,Tokyo,London,Economy,"2,395.00",Yes,1,Egg Free
01/11/2024,PA009,New York,Tokyo,Business Class,373.20,Yes,2,Egg Free
03/04/2024,PA006,Tokyo,London,Economy,"1,930.00",Yes,3,Vegetarian
09/12/2024,PA002,New York,London,First Class,352.00,Yes,0,Egg Free
21/05/2024,PA002,New York,London,Business Class,795.60,Yes,0,Vegan
02/06/2024,PA011,Perth,Tokyo,Premium Economy,762.50,Yes,2,Vegetarian
16/10/2024,PA011,Perth,Tokyo,First Class,572.00,Yes,1,Vegetarian
04/11/2024,PA001,London,New York,Premium Economy,522.50,Yes,0,Vegan
19/03/2024,PA009,New York,Tokyo,Premium Economy,"1,170.00",Yes,1,
02/05/2024,PA002,New York,London,Premium Economy,695.00,Yes,1,Vegan
12/12/2024,PA003,London,Perth,Business Class,482.40,Yes,0,
28/12/2024,PA007,New York,Perth,Business Class,460.80,Yes,1,
21/09/2024,PA002,New York,London,First Class,533.00,Yes,2,Vegan
28/10/2024,PA008,Perth,New York,Premium Economy,"1,342.50",Yes,2,Vegan
21/12/2024,PA003,London,Perth,Economy,"1,495.00",Yes,0,Vegan
07/04/2024,PA002,New York,London,Business Class,462.00,Yes,1,Egg Free
10/01/2024,PA007,New York,Perth,Business Class,406.80,Yes,1,Egg Free
11/09/2024,PA004,Perth,London,Premium Economy,"1,132.50",Yes,2,Egg Free
07/05/2024,PA004,Perth,London,First Class,438.00,Yes,1,
01/05/2024,PA011,Perth,Tokyo,First Class,385.00,Yes,0,Egg Free
27/09/2024,PA008,Perth,New York,Premium Economy,"1,037.50",Yes,3,Nut Free
17/10/2024,PA007,New York,Perth,Premium Economy,"1,580.00",Yes,3,Dairy Free
07/10/2024,PA012,Tokyo,Perth,Business Class,387.60,Yes,0,
21/03/2024,PA004,Perth,London,First Class,260.00,Yes,0,Vegetarian
12/11/2024,PA010,Tokyo,New York,Economy,"3,295.00",Yes,3,Nut Free
21/09/2024,PA001,London,New York,First Class,215.00,Yes,2,
29/12/2024,PA002,New York,London,First Class,616.00,Yes,1,Nut Free
06/08/2024,PA007,New York,Perth,Business Class,664.80,Yes,0,Dairy Free
19/09/2024,PA006,Tokyo,London,First Class,468.00,Yes,0,Vegan
30/11/2024,PA004,Perth,London,Economy,"1,200.00",Yes,2,
29/10/2024,PA001,London,New York,Economy,"1,695.00",Yes,0,Egg Free
15/12/2024,PA008,Perth,New York,Premium Economy,"1,690.00",Yes,2,Vegan
18/12/2024,PA010,Tokyo,New York,Economy,"1,335.00",Yes,0,Vegan
22/01/2024,PA012,Tokyo,Perth,Premium Economy,862.50,Yes,0,Dairy Free
23/06/2024,PA004,Perth,London,Business Class,386.40,Yes,0,Vegan
04/11/2024,PA007,New York,Perth,Economy,"2,455.00",Yes,0,
09/10/2024,PA006,Tokyo,London,Business Class,428.40,Yes,3,Egg Free
24/09/2024,PA002,New York,London,Economy,"2,690.00",Yes,0,Egg Free
01/10/2024,PA002,New York,London,Economy,"1,120.00",Yes,1,Dairy Free
21/11/2024,PA011,Perth,Tokyo,First Class,420.00,Yes,0,Egg Free
30/09/2024,PA008,Perth,New York,Premium Economy,"1,355.00",Yes,1,
09/08/2024,PA006,Tokyo,London,Economy,"1,515.00",Yes,3,Nut Free
20/10/2024,PA005,London,Tokyo,Premium Economy,832.50,Yes,0,Vegetarian
27/11/2024,PA001,London,New York,Economy,"2,350.00",Yes,2,Nut Free
27/09/2024,PA004,Perth,London,Economy,"2,825.00",Yes,3,Vegetarian
08/12/2024,PA003,London,Perth,Premium Economy,"1,330.00",Yes,2,Dairy Free
07/02/2024,PA009,New York,Tokyo,Business Class,486.00,Yes,2,Dairy Free
13/03/2024,PA011,Perth,Tokyo,First Class,610.00,Yes,1,Vegetarian
19/01/2024,PA006,Tokyo,London,Premium Economy,"1,160.00",Yes,0,Vegan
12/07/2024,PA012,Tokyo,Perth,Business Class,786.00,Yes,3,Vegan
02/05/2024,PA002,New York,London,First Class,392.00,Yes,2,Vegan
12/12/2024,PA010,Tokyo,New York,First Class,688.00,Yes,0,Egg Free
27/03/2024,PA011,Perth,Tokyo,Premium Economy,"1,610.00",Yes,3,Nut Free
24/06/2024,PA010,Tokyo,New York,Premium Economy,592.50,Yes,0,Dairy Free
08/02/2024,PA006,Tokyo,London,First Class,272.00,Yes,2,Nut Free
20/04/2024,PA011,Perth,Tokyo,Premium Economy,"1,517.50",Yes,2,Vegan
27/09/2024,PA002,New York,London,First Class,683.00,Yes,1,Nut Free
11/08/2024,PA011,Perth,Tokyo,Business Class,738.00,Yes,0,Vegan
04/02/2024,PA011,Perth,Tokyo,Business Class,352.80,Yes,2,Vegetarian
31/01/2024,PA005,London,Tokyo,Premium Economy,"1,692.50",Yes,3,
21/03/2024,PA010,Tokyo,New York,Business Class,447.60,Yes,1,
26/06/2024,PA010,Tokyo,New York,Premium Economy,"1,630.00",Yes,2,Dairy Free
17/09/2024,PA010,Tokyo,New York,Business Class,324.00,Yes,1,Vegetarian
26/02/2024,PA002,New York,London,Economy,"2,560.00",Yes,3,Dairy Free
07/12/2024,PA004,Perth,London,Premium Economy,"1,582.50",Yes,1,Nut Free
11/06/2024,PA011,Perth,Tokyo,Business Class,480.00,Yes,2,Egg Free
05/01/2024,PA009,New York,Tokyo,Economy,"1,805.00",Yes,2,Nut Free
06/08/2024,PA009,New York,Tokyo,Economy,"1,900.00",Yes,2,Nut Free
13/04/2024,PA004,Perth,London,Premium Economy,"1,340.00",Yes,2,Nut Free
20/09/2024,PA006,Tokyo,London,Business Class,463.20,Yes,0,Nut Free
06/05/2024,PA006,Tokyo,London,Business Class,744.00,Yes,3,Egg Free
18/01/2024,PA004,Perth,London,Economy,"1,410.00",Yes,0,Dairy Free
27/01/2024,PA002,New York,London,Economy,"3,160.00",Yes,2,Dairy Free
27/12/2024,PA009,New York,Tokyo,First Class,477.00,Yes,0,Nut Free
13/08/2024,PA010,Tokyo,New York,First Class,660.00,Yes,1,Vegetarian
12/06/2024,PA008,Perth,New York,Economy,"1,905.00",Yes,2,Vegetarian
01/09/2024,PA012,Tokyo,Perth,Economy,"2,295.00",Yes,2,Vegan
23/10/2024,PA007,New York,Perth,First Class,414.00,Yes,3,Egg Free
20/05/2024,PA001,London,New York,Premium Economy,"1,185.00",Yes,1,Vegetarian
17/02/2024,PA008,Perth,New York,Economy,"2,880.00",Yes,0,Vegetarian
29/01/2024,PA002,New York,London,First Class,649.00,Yes,0,Vegan
16/08/2024,PA004,Perth,London,Economy,"3,205.00",Yes,0,Dairy Free
04/01/2024,PA002,New York,London,First Class,398.00,Yes,1,Vegetarian
06/09/2024,PA002,New York,London,Economy,"2,940.00",Yes,0,Egg Free
08/02/2024,PA002,New York,London,Economy,"1,315.00",Yes,0,Egg Free
01/06/2024,PA001,London,New York,Business Class,751.20,Yes,2,Vegan
14/05/2024,PA010,Tokyo,New York,First Class,502.00,Yes,1,Dairy Free
01/10/2024,PA008,Perth,New York,Premium Economy,860.00,Yes,3,Egg Free
20/11/2024,PA005,London,Tokyo,Premium Economy,"1,007.50",Yes,3,Vegetarian
02/08/2024,PA001,London,New York,Premium Economy,"1,502.50",Yes,0,
09/06/2024,PA002,New York,London,First Class,530.00,Yes,3,Egg Free
03/04/2024,PA003,London,Perth,Economy,"1,455.00",Yes,0,Egg Free
10/05/2024,PA008,Perth,New York,Business Class,720.00,Yes,0,Egg Free
23/10/2024,PA003,London,Perth,Business Class,295.20,Yes,0,Egg Free
29/07/2024,PA012,Tokyo,Perth,Business Class,840.00,Yes,0,
05/07/2024,PA006,Tokyo,London,Business Class,733.20,Yes,2,Nut Free
23/08/2024,PA009,New York,Tokyo,Premium Economy,945.00,Yes,1,Egg Free
18/01/2024,PA004,Perth,London,First Class,476.00,Yes,0,Dairy Free
17/08/2024,PA008,Perth,New York,Premium Economy,915.00,Yes,2,Dairy Free
28/07/2024,PA012,Tokyo,Perth,First Class,481.00,Yes,1,Vegetarian
24/06/2024,PA006,Tokyo,London,Business Class,338.40,Yes,3,Nut Free
05/10/2024,PA008,Perth,New York,Economy,"1,345.00",Yes,3,Nut Free
09/03/2024,PA010,Tokyo,New York,First Class,500.00,Yes,3,Vegan
12/03/2024,PA008,Perth,New York,Economy,"1,505.00",Yes,3,Vegan
22/09/2024,PA011,Perth,Tokyo,Premium Economy,962.50,Yes,0,Dairy Free
29/05/2024,PA010,Tokyo,New York,First Class,209.00,Yes,3,Vegan
27/06/2024,PA008,Perth,New York,Economy,"2,310.00",Yes,0,Dairy Free
19/07/2024,PA001,London,New York,First Class,506.00,Yes,0,Dairy Free
02/09/2024,PA007,New York,Perth,Economy,"2,935.00",Yes,2,Egg Free
15/12/2024,PA009,New York,Tokyo,Business Class,721.20,Yes,3,
07/09/2024,PA002,New York,London,Business Class,638.40,Yes,2,Egg Free
14/06/2024,PA012,Tokyo,Perth,First Class,415.00,Yes,3,Vegan
30/08/2024,PA011,Perth,Tokyo,Premium Economy,"1,167.50",Yes,0,Vegetarian
25/02/2024,PA009,New York,Tokyo,Premium Economy,772.50,Yes,0,
23/01/2024,PA007,New York,Perth,Business Class,679.20,Yes,3,Vegan
25/02/2024,PA005,London,Tokyo,Business Class,523.20,Yes,1,Nut Free
25/07/2024,PA012,Tokyo,Perth,Business Class,739.20,Yes,0,Vegetarian
21/01/2024,PA003,London,Perth,First Class,544.00,Yes,1,Dairy Free
07/01/2024,PA001,London,New York,Economy,"2,720.00",Yes,2,Vegetarian
30/01/2024,PA010,Tokyo,New York,First Class,599.00,Yes,2,Nut Free
15/08/2024,PA009,New York,Tokyo,First Class,618.00,Yes,3,Nut Free
23/11/2024,PA005,London,Tokyo,Premium Economy,"1,220.00",Yes,1,
22/01/2024,PA008,Perth,New York,Business Class,297.60,Yes,0,Nut Free
12/12/2024,PA009,New York,Tokyo,Economy,"2,040.00",Yes,3,
29/05/2024,PA003,London,Perth,First Class,388.00,Yes,2,Vegan
23/04/2024,PA009,New York,Tokyo,First Class,649.00,Yes,3,Dairy Free
10/09/2024,PA012,Tokyo,Perth,Economy,"2,400.00",Yes,1,Nut Free
29/01/2024,PA012,Tokyo,Perth,Premium Economy,"1,287.50",Yes,0,Vegetarian
04/06/2024,PA001,London,New York,Economy,"1,020.00",Yes,1,Nut Free
20/06/2024,PA008,Perth,New York,Premium Economy,517.50,Yes,2,Dairy Free
15/05/2024,PA001,London,New York,Premium Economy,720.00,Yes,2,Vegetarian
09/01/2024,PA002,New York,London,Business Class,284.40,Yes,2,
26/09/2024,PA011,Perth,Tokyo,Economy,"3,495.00",Yes,1,Nut Free
26/03/2024,PA012,Tokyo,Perth,Premium Economy,"1,577.50",Yes,0,Vegetarian
07/01/2024,PA012,Tokyo,Perth,Premium Economy,707.50,Yes,3,Vegetarian
01/04/2024,PA007,New York,Perth,First Class,307.00,Yes,1,Dairy Free
07/09/2024,PA011,Perth,Tokyo,Premium Economy,"1,557.50",Yes,1,Vegan
30/08/2024,PA008,Perth,New York,Premium Economy,502.50,Yes,1,Egg Free
09/12/2024,PA008,Perth,New York,Premium Economy,"1,690.00",Yes,3,Nut Free
24/05/2024,PA012,Tokyo,Perth,Economy,"2,370.00",Yes,0,
27/07/2024,PA011,Perth,Tokyo,Business Class,343.20,Yes,1,Dairy Free
17/02/2024,PA002,New York,London,First Class,461.00,Yes,3,Vegetarian
17/06/2024,PA004,Perth,London,Economy,"1,755.00",Yes,3,Vegetarian
05/08/2024,PA007,New York,Perth,Economy,"2,915.00",Yes,2,Vegetarian
09/11/2024,PA010,Tokyo,New York,Economy,"1,855.00",Yes,3,Dairy Free
03/06/2024,PA007,New York,Perth,First Class,608.00,Yes,3,Egg Free
17/11/2024,PA010,Tokyo,New York,First Class,540.00,Yes,3,Dairy Free
25/12/2024,PA006,Tokyo,London,Premium Economy,"1,185.00",Yes,0,Vegetarian
21/10/2024,PA003,London,Perth,First Class,493.00,Yes,1,Vegan
24/09/2024,PA001,London,New York,First Class,655.00,Yes,0,Nut Free
28/04/2024,PA010,Tokyo,New York,First Class,569.00,Yes,3,Vegan
14/08/2024,PA005,London,Tokyo,Premium Economy,"1,050.00",Yes,0,Egg Free
01/10/2024,PA008,Perth,New York,Premium Economy,"1,487.50",Yes,3,Dairy Free
28/08/2024,PA008,Perth,New York,First Class,523.00,Yes,3,Dairy Free
27/08/2024,PA010,Tokyo,New York,Premium Economy,"1,475.00",Yes,1,Vegan
04/07/2024,PA011,Perth,Tokyo,First Class,433.00,Yes,2,Egg Free
22/11/2024,PA011,Perth,Tokyo,Premium Economy,"1,155.00",Yes,1,Vegan
11/10/2024,PA002,New York,London,First Class,344.00,Yes,2,Vegetarian
26/07/2024,PA003,London,Perth,Premium Economy,"1,277.50",Yes,3,
27/10/2024,PA010,Tokyo,New York,Economy,"3,145.00",Yes,3,Nut Free
18/09/2024,PA001,London,New York,Business Class,751.20,Yes,1,Nut Free
06/08/2024,PA007,New York,Perth,First Class,659.00,Yes,2,Dairy Free
21/03/2024,PA009,New York,Tokyo,Premium Economy,647.50,Yes,2,Vegetarian
01/04/2024,PA009,New York,Tokyo,Premium Economy,830.00,Yes,3,Vegetarian
30/03/2024,PA001,London,New York,Business Class,806.40,Yes,2,Nut Free
27/05/2024,PA010,Tokyo,New York,Business Class,703.20,Yes,3,Nut Free
21/12/2024,PA003,London,Perth,Economy,"2,585.00",Yes,1,
29/10/2024,PA010,Tokyo,New York,Business Class,410.40,Yes,1,Nut Free
11/11/2024,PA001,London,New York,Business Class,337.20,Yes,2,Nut Free
28/03/2024,PA010,Tokyo,New York,Business Class,523.20,Yes,1,Vegetarian
20/07/2024,PA012,Tokyo,Perth,Business Class,822.00,Yes,3,Nut Free
20/06/2024,PA006,Tokyo,London,First Class,300.00,Yes,0,Vegan
22/12/2024,PA006,Tokyo,London,Premium Economy,627.50,Yes,1,Egg Free
10/11/2024,PA006,Tokyo,London,Premium Economy,"1,390.00",Yes,3,Vegetarian
08/08/2024,PA004,Perth,London,Business Class,357.60,Yes,3,Vegan
09/02/2024,PA001,London,New York,Premium Economy,"1,167.50",Yes,2,Vegetarian
14/05/2024,PA006,Tokyo,London,Premium Economy,"1,350.00",Yes,2,Egg Free
10/02/2024,PA001,London,New York,Premium Economy,815.00,Yes,3,Dairy Free
20/03/2024,PA006,Tokyo,London,Economy,"1,860.00",Yes,2,Dairy Free
04/04/2024,PA009,New York,Tokyo,Premium Economy,"1,425.00",Yes,2,
17/12/2024,PA012,Tokyo,Perth,Premium Economy,"1,440.00",Yes,1,
27/10/2024,PA002,New York,London,Business Class,397.20,Yes,1,Vegetarian
02/08/2024,PA005,London,Tokyo,Premium Economy,687.50,Yes,2,Egg Free
06/12/2024,PA001,London,New York,Economy,"2,635.00",Yes,1,Nut Free
05/04/2024,PA005,London,Tokyo,Premium Economy,"1,552.50",Yes,0,Egg Free
19/10/2024,PA007,New York,Perth,Economy,"2,230.00",Yes,0,Dairy Free
07/09/2024,PA003,London,Perth,Business Class,446.40,Yes,3,Vegan
12/07/2024,PA008,Perth,New York,Economy,"1,165.00",Yes,3,
18/10/2024,PA007,New York,Perth,Business Class,501.60,Yes,0,Nut Free
02/05/2024,PA003,London,Perth,First Class,668.00,Yes,2,Dairy Free
05/07/2024,PA001,London,New York,Economy,"2,685.00",Yes,0,Dairy Free
22/06/2024,PA003,London,Perth,Premium Economy,"1,162.50",Yes,2,Vegetarian
28/11/2024,PA009,New York,Tokyo,Business Class,643.20,Yes,1,Vegetarian
12/06/2024,PA010,Tokyo,New York,First Class,624.00,Yes,0,
20/05/2024,PA008,Perth,New York,First Class,629.00,Yes,1,Vegan
21/12/2024,PA009,New York,Tokyo,First Class,381.00,Yes,1,Dairy Free
25/01/2024,PA003,London,Perth,Business Class,711.60,Yes,0,Egg Free
21/05/2024,PA006,Tokyo,London,First Class,617.00,Yes,2,Nut Free
23/01/2024,PA001,London,New York,First Class,254.00,Yes,0,Egg Free
13/10/2024,PA011,Perth,Tokyo,Business Class,337.20,Yes,3,Vegetarian
20/12/2024,PA007,New York,Perth,Economy,"3,045.00",Yes,1,Dairy Free
24/09/2024,PA004,Perth,London,Premium Economy,"1,075.00",Yes,3,Dairy Free
06/11/2024,PA010,Tokyo,New York,Business Class,277.20,Yes,2,Egg Free
29/06/2024,PA009,New York,Tokyo,Economy,"2,740.00",Yes,3,Vegan
01/03/2024,PA007,New York,Perth,Business Class,685.20,Yes,1,Egg Free
02/09/2024,PA008,Perth,New York,First Class,458.00,Yes,0,Dairy Free
08/04/2024,PA010,Tokyo,New York,First Class,223.00,Yes,0,
25/02/2024,PA005,London,Tokyo,Premium Economy,"1,002.50",Yes,1,Vegan
28/07/2024,PA007,New York,Perth,Economy,"1,360.00",Yes,3,Vegetarian
27/12/2024,PA012,Tokyo,Perth,Business Class,637.20,Yes,2,Nut Free
06/05/2024,PA004,Perth,London,Business Class,626.40,Yes,2,Dairy Free
29/12/2024,PA007,New York,Perth,First Class,607.00,Yes,0,
27/06/2024,PA006,Tokyo,London,Premium Economy,617.50,Yes,0,
21/06/2024,PA005,London,Tokyo,Economy,"2,635.00",Yes,1,Vegan
15/02/2024,PA006,Tokyo,London,Economy,"3,445.00",Yes,2,Nut Free
03/10/2024,PA006,Tokyo,London,Economy,"2,805.00",Yes,3,Vegan
04/04/2024,PA012,Tokyo,Perth,Economy,"3,190.00",Yes,2,Egg Free
16/09/2024,PA002,New York,London,Premium Economy,720.00,Yes,3,Nut Free
25/04/2024,PA003,London,Perth,Economy,"2,450.00",Yes,3,Egg Free
09/06/2024,PA001,London,New York,Business Class,584.40,Yes,3,
14/06/2024,PA009,New York,Tokyo,Premium Economy,695.00,Yes,2,Nut Free
14/03/2024,PA002,New York,London,Premium Economy,"1,360.00",Yes,3,Dairy Free
23/06/2024,PA010,Tokyo,New York,Economy,"2,345.00",Yes,0,Dairy Free
13/10/2024,PA010,Tokyo,New York,First Class,615.00,Yes,3,Egg Free
24/01/2024,PA007,New York,Perth,Premium Economy,"1,462.50",Yes,1,Vegetarian
09/09/2024,PA010,Tokyo,New York,Business Class,540.00,Yes,2,Vegan
11/01/2024,PA008,Perth,New York,Business Class,516.00,Yes,2,Vegan
10/11/2024,PA010,Tokyo,New York,First Class,595.00,Yes,3,Dairy Free
01/12/2024,PA007,New York,Perth,Premium Economy,637.50,Yes,0,Vegetarian
22/08/2024,PA012,Tokyo,Perth,First Class,605.00,Yes,3,Vegetarian
26/11/2024,PA005,London,Tokyo,First Class,316.00,Yes,3,Dairy Free
17/02/2024,PA003,London,Perth,First Class,561.00,Yes,1,Dairy Free
07/05/2024,PA002,New York,London,Premium Economy,895.00,Yes,3,Dairy Free
24/05/2024,PA009,New York,Tokyo,First Class,514.00,Yes,1,Vegetarian
09/08/2024,PA008,Perth,New York,Business Class,366.00,Yes,3,Vegetarian
28/12/2024,PA012,Tokyo,Perth,Premium Economy,"1,357.50",Yes,2,Dairy Free
17/01/2024,PA004,Perth,London,Economy,"2,120.00",Yes,0,Nut Free
02/12/2024,PA006,Tokyo,London,First Class,397.00,Yes,2,Egg Free
18/12/2024,PA010,Tokyo,New York,First Class,697.00,Yes,1,Dairy Free
21/02/2024,PA004,Perth,London,Business Class,606.00,Yes,2,Nut Free
23/04/2024,PA008,Perth,New York,Premium Economy,750.00,Yes,1,Vegan
18/04/2024,PA009,New York,Tokyo,Economy,"2,280.00",Yes,0,Egg Free
03/02/2024,PA008,Perth,New York,First Class,682.00,Yes,2,Vegetarian
30/06/2024,PA003,London,Perth,Premium Economy,"1,417.50",Yes,1,Egg Free
13/04/2024,PA009,New York,Tokyo,Business Class,783.60,Yes,2,Vegan
27/07/2024,PA009,New York,Tokyo,Economy,"2,625.00",Yes,2,
16/03/2024,PA011,Perth,Tokyo,First Class,404.00,Yes,0,Dairy Free
20/06/2024,PA001,London,New York,Economy,"2,015.00",Yes,0,
02/03/2024,PA007,New York,Perth,Business Class,475.20,Yes,1,Vegan
31/05/2024,PA001,London,New York,Business Class,438.00,Yes,0,Vegetarian
28/04/2024,PA002,New York,London,Business Class,807.60,Yes,3,Vegetarian
19/09/2024,PA007,New York,Perth,Economy,"2,005.00",Yes,2,Vegetarian
05/12/2024,PA003,London,Perth,Business Class,360.00,Yes,0,Vegetarian
22/09/2024,PA002,New York,London,Premium Economy,900.00,Yes,1,Egg Free
25/05/2024,PA003,London,Perth,Business Class,440.40,Yes,1,Vegan
18/10/2024,PA003,London,Perth,Business Class,446.40,Yes,3,Dairy Free
14/11/2024,PA010,Tokyo,New York,First Class,415.00,Yes,3,Egg Free
15/01/2024,PA008,Perth,New York,Business Class,716.40,Yes,3,Dairy Free
19/02/2024,PA006,Tokyo,London,Economy,"1,920.00",Yes,3,
19/04/2024,PA004,Perth,London,Economy,"2,015.00",Yes,3,Vegan
02/05/2024,PA009,New York,Tokyo,Premium Economy,"1,547.50",Yes,2,Egg Free
27/10/2024,PA008,Perth,New York,Premium Economy,"1,015.00",Yes,2,Vegan
26/07/2024,PA007,New York,Perth,Premium Economy,747.50,Yes,1,Vegetarian
07/02/2024,PA003,London,Perth,First Class,378.00,Yes,2,
01/11/2024,PA010,Tokyo,New York,First Class,626.00,Yes,3,Egg Free
19/11/2024,PA011,Perth,Tokyo,Economy,"2,370.00",Yes,1,
25/07/2024,PA002,New York,London,First Class,620.00,Yes,0,
30/10/2024,PA001,London,New York,Business Class,692.40,Yes,3,Vegan
14/05/2024,PA007,New York,Perth,Business Class,586.80,Yes,3,Nut Free
20/01/2024,PA002,New York,London,First Class,201.00,Yes,2,Egg Free
16/01/2024,PA002,New York,London,First Class,421.00,Yes,1,Nut Free
23/05/2024,PA012,Tokyo,Perth,Economy,"1,780.00",Yes,1,Vegan
10/08/2024,PA008,Perth,New York,Premium Economy,"1,325.00",Yes,2,
09/08/2024,PA002,New York,London,First Class,323.00,Yes,1,Nut Free
05/05/2024,PA004,Perth,London,Premium Economy,962.50,Yes,3,Vegan
23/04/2024,PA003,London,Perth,Premium Economy,"1,575.00",Yes,1,
20/05/2024,PA002,New York,London,Premium Economy,"1,660.00",Yes,2,Nut Free
14/06/2024,PA004,Perth,London,Premium Economy,"1,080.00",Yes,1,Egg Free
29/01/2024,PA001,London,New York,First Class,251.00,Yes,3,Dairy Free
09/10/2024,PA012,Tokyo,Perth,Economy,"2,285.00",Yes,1,Nut Free
02/03/2024,PA012,Tokyo,Perth,Business Class,752.40,Yes,2,Nut Free
03/08/2024,PA008,Perth,New York,Economy,"2,255.00",Yes,3,Dairy Free
08/08/2024,PA004,Perth,London,Premium Economy,"1,452.50",Yes,0,Dairy Free
04/12/2024,PA012,Tokyo,Perth,Premium Economy,"1,015.00",Yes,0,Vegan
01/02/2024,PA004,Perth,London,Economy,"2,520.00",Yes,0,Egg Free
29/05/2024,PA007,New York,Perth,Business Class,439.20,Yes,1,Nut Free
21/08/2024,PA003,London,Perth,Economy,"1,220.00",Yes,3,Vegetarian
03/03/2024,PA005,London,Tokyo,Economy,"1,225.00",Yes,0,
22/05/2024,PA003,London,Perth,Economy,"3,415.00",Yes,0,Nut Free
08/08/2024,PA004,Perth,London,First Class,604.00,Yes,2,Nut Free
20/12/2024,PA009,New York,Tokyo,Business Class,424.80,Yes,3,Egg Free
